author,content,number_of_likes,number_of_shares
instagram,"“I laugh about everything, even my own shadow.” —illustrator @jorgemartin",2361,720
instagram,"Turning a corner: The playful, visual puns of @jorgemartin https://t.co/E4zlARte4x https://t.co/FDUmSuTRX9",2109,644
instagram,Love at first Peek. Thanks @AppStore for naming us the Best App on iPhone 6s. #AppStore2015 https://t.co/agg4kYRkh4 https://t.co/6crRdYUcrT,2652,523
instagram,"After a powerful storm, @nampix chases nature’s silence: https://t.co/edcXBZ0RaR https://t.co/Py9KgR84EM",2105,462
instagram,#WeeklyFluff https://t.co/lS7fZmsziZ,1707,330
instagram,Featured submissions from this weekend’s hashtag project: #WHPthelittlethings https://t.co/b3ift7qCO8 https://t.co/xoOBGZIpYS,2425,448
instagram,"“We should celebrate our lives for what they are: a complicated negotiation between good and bad, darkness and light.” —Stacy Kranitz",2803,1132
instagram,Seeing the beauty in dark places with @TIME’s Instagram Photographer of 2015: Stacy Kranitz https://t.co/RlleTezH0k https://t.co/beZoc5pJ8Z,2326,482
instagram,Saddleback scenes of the Irish countryside: https://t.co/lW3TwEzcYb #NationalDayoftheHorse https://t.co/kO5Nz7qUk7,3097,716
instagram,"The Week on Instagram | 213 
https://t.co/ItZxyXbEvY https://t.co/S9Qhkc6l8e",2234,444
instagram,"Illustrative storytelling with @yodakanote 
https://t.co/6wMB46jVra https://t.co/bQfUSnTpnE",3112,658
instagram,“It’s my anti-selfie concept ... I remove the head because I don’t like ‘perfect’ beauty.” —@pepedsgn,2585,571
instagram,"Embracing the anti-selfie with @pepedsgn 
https://t.co/7qN7fNYTAy https://t.co/zHyG7TJpKK",2764,948
instagram,"Participate in this weekend’s hashtag project: #WHPthelittlethings
https://t.co/zkDXdJ5dcx https://t.co/kJs1uUErU8",2567,578
instagram,Surprise the 🐾 lover in your life with an Animals of @instagram calendar. Available via @humanesociety: https://t.co/gaHMa476Qg,2033,400
instagram,Appreciating #WorldMountainDay with water engineer and outdoor enthusiast @Jack_Hogan https://t.co/SnkHf0HCRb https://t.co/OMLbGUCkGQ,2408,611
instagram,"“A global voice: a group of people who say you can beat and shame me, but you will not silence me.” #whereloveisillegal",2335,575
instagram,Honoring human rights and untold stories with @love_is_illegal #HumanRightsDay https://t.co/wa921fxu2j https://t.co/PQQe6EscVe,2269,565
instagram,Making time for your own story with @Oprah #MyStory https://t.co/BH4bQCFDPz https://t.co/2B1gpdfKtO,2087,378
instagram,The art of infinity with @killythirsk https://t.co/M3fz5Vap3p https://t.co/rdwMbhxkS1,2933,752
instagram,"“Often I’ll be somewhere and I’ll see a pile of stuff and think, ‘Should I stick that on my face?’” —prop master Michael Gump",1960,382
instagram,Sticky daily disguises with prop master Michael Gump https://t.co/11bf3TH3jb https://t.co/MC1kxC6a7D,2290,651
instagram,Documenting human consequences at Earth’s poles with photographer @CamilleSeaman https://t.co/XokveMOfj2 https://t.co/Umr9z2A9R9,2987,877
instagram,#WeeklyFluff https://t.co/UREgY8WxLq,2282,397
instagram,Featured submissions from this weekend’s hashtag project: #WHPreflective https://t.co/Iw8BaEYIBP https://t.co/8HSbmQPkWo,2304,454
instagram,“I wanted to show that hiring actresses from different backgrounds won’t change who the character is.” —actress and artist Nikita Jansen,2695,594
instagram,One artist reimagines the stars of this year’s blockbuster films https://t.co/Z3wBRwvqIL #ReelWomen @dosomething https://t.co/xftOXEvkH0,2711,580
instagram,Celebrating Hanukkah in Brazil with Noá Vago https://t.co/QcbxPGt6kU https://t.co/U0m8V358gP,2922,565
instagram,"The Week on Instagram | 212
https://t.co/k7jzSLyP7w https://t.co/BPMsIeJhZt",2170,384
instagram,Inside the UN climate change conference with @earlyvoyages https://t.co/mhbbziGRPi https://t.co/VojEvP8IuC,1981,384
instagram,Professional freerunner + sometimes stuntwoman + #NinjaWarrior contestant = @katiemcdonnell https://t.co/JZNKDdm6cK https://t.co/nsqiGfV3sQ,2763,513
instagram,"Participate in this weekend’s hashtag project: #WHPreflective
https://t.co/m6uYiRxyf3 https://t.co/pED4Jpf2E6",2717,571
instagram,“I listen to a lot of old-school hip-hop while I frost — I find it really therapeutic.” —cookie-maker Vickie Liu,2337,457
instagram,Fact: These ridiculously cute cookies were made while blasting Tupac. #NationalCookieDay https://t.co/MQmOdRUmEP https://t.co/Ylz6QtcONX,2943,731
instagram,All eyes on COP21 with #TheStandingMarch https://t.co/f4io7Qjd76 https://t.co/jIWO6EHwqo,2320,463
instagram,"See the adorable @KendallJenner photo that was the top Instagram #tbt of 2015: 
https://t.co/zxvPCqhJ6R https://t.co/yxwxFKolIR",4076,846
instagram,#artbasel artist Hayv Kahraman on gauging interest and the gender gap https://t.co/AcH5hy5da2 https://t.co/1JCSedl2BG,2140,422
instagram,The top hashtag of 2015? #love reigns supreme: https://t.co/hEpvyxvc7E https://t.co/GNsZVUvavg,2520,541
instagram,The cosmic coincidence that led to the @MileyCyrus + @Jen_Stark #lighter collaboration https://t.co/BIhBvrpoma https://t.co/1VCBoJnMNm,2570,549
instagram,"“I don’t make food just to take a picture, but I never make food and not take a picture of it.” —Nour Al Mejadi",3461,1001
instagram,Soothing food preparation rituals with 23-year-old psychologist Nour Al Mejadi https://t.co/RQ5LK5qlRr https://t.co/JgN2nB9dLA,2102,496
instagram,#WeeklyFluff https://t.co/KwzP8hRDzX,2315,391
instagram,"Featured submissions from this weekend’s hashtag project: #WHPhandmade
https://t.co/GfdbOVpy41 https://t.co/CORHAvUMQM",2631,487
instagram,"With @streetmusicmap, @BacchieriDaniel wants to create the world’s best network of street musicians https://t.co/zESH1VjsVP",2375,453
instagram,"“Everything I do, I just try to tell stories.” —photographer @kevindliles",2267,561
instagram,Capturing the @AtlantaFalcons’ game day experience with photographer @kevindliles https://t.co/ZQrpbCTn8m https://t.co/8EtUA0ZwgI,1871,367
instagram,"The Week on Instagram | 211 
https://t.co/E43HnDihCD https://t.co/as0pzEJi99",2855,505
instagram,Discovering what being wealthy is really about with @paulinhohopp https://t.co/L56F66lCBb https://t.co/sXiHF9y7dP,2180,469
instagram,“Encourage your friends to just go jump or do a dance pose. You don’t have to be a professional dancer to shoot dance.” —Jacob Jonas,2782,689
instagram,"Exploding into the air with Jacob Jonas The Company
https://t.co/TbNy4wi64m https://t.co/SIycjZCdzQ",2600,538
instagram,"Participate in this weekend’s hashtag project: #WHPhandmade 
https://t.co/tZFUkEHthV https://t.co/14UnfyPWTM",2776,515
instagram,Searching for hidden stories in the side streets of Cairo with @nourikam https://t.co/X5DO9mzzVU https://t.co/9VNveJwgnu,2384,452
instagram,"“I try to photograph things that you can eat with your eyes, through the colors, with my style.” —@CocinadCarolina",2932,647
instagram,Desserts that you can eat with your eyes with @CocinadCarolina https://t.co/OzFXjiiId6 https://t.co/swQfK3mFrV,2398,562
instagram,"Grab a seat at our Thanksgiving table. If you’re in the US, tap Explore to celebrate with us! #IGThanksgiving",2296,411
instagram,"🦃 Happy Thanksgiving! In the US, tap Explore to see how we’re celebrating. Share your videos with #IGThanksgiving.",3145,700
instagram,#whoifollow with @MarthaStewart #IGThanksgiving https://t.co/9QH1kQf3Iz https://t.co/2Y4FRLzZMY,2189,430
instagram,Ready for an epic Thanksgiving? Join our celebration on Explore (in the US). Share your day with #IGThanksgiving! https://t.co/1x3juDl4Yk,2156,437
instagram,"Celebration, reflection and lots of light: exploring #loykrathong in SE Asia https://t.co/vGSN2o2PWF https://t.co/4X3cPOEePT",3486,748
instagram,Photographer @simona_ghizzoni’s #uncutproject aims to help victims of FGM feel seen https://t.co/sxp7X1Qz1K https://t.co/pcg5eN904L,2764,555
instagram,“I don’t think I’m the weird one for choosing to eat the food that all my senses naturally are drawn to.” —@gkstories,3224,816
instagram,Cooking up colors with photographer @gkstories https://t.co/imuhiwyR8U https://t.co/x9MzYhjkh9,2333,500
instagram,#WeeklyFluff 🐾 https://t.co/iqzApUb8iA,2365,398
instagram,"Featured submissions from this weekend’s hashtag project: #WHPfamilyrecipe 
https://t.co/2sNr5LZD3r https://t.co/TBKVkUxzzs",2662,518
instagram,"Waxing nostalgic with artist Hoang Tran 
https://t.co/86UMSkF1nK https://t.co/vzx6KsliA4",2864,647
instagram,“I try to find a balance between being radical and progressive and smooth and graceful.” —professional surfer @rissmoore10,3163,761
instagram,".@rissmoore10 surfs for her third @wsl world championship title #targetmauipro
https://t.co/pYHueUAHWC https://t.co/7dva8HQtqI",2213,424
instagram,"The Week on Instagram | 210
https://t.co/z2keeSTtfM https://t.co/FcxpyETFxK",3016,535
instagram,"Life on the horse ranch with @onbokujyo 
https://t.co/PuXjZ8L4sv https://t.co/XvmIyrZZI9",3804,681
instagram,#SetintheStreet: Creating film sets from the mundane with @justinbettman https://t.co/rqJRTITk8G https://t.co/8foOTykFKy,2440,439
instagram,Participate in this weekend’s hashtag project: #WHPfamilyrecipe https://t.co/WXX4byWYBV https://t.co/uEEqpvMuzZ,2752,568
instagram,“I try to show that children have their own world.” —@lutjeanna,2636,579
instagram,"Through a child’s eyes with @lutjeanna 
https://t.co/BySQbaLve2 https://t.co/bDZUh2tZBU",3164,747
instagram,“Making art gives you a reason to love yourself.” —@vandheur,3341,1177
instagram,Capturing the moments we take for granted with @vandheur https://t.co/DVqRtiHm2I https://t.co/pJQKEvWnsE,2381,514
instagram,The magic of Mexican trio @kaayoficial and their first @LatinGRAMMYs nomination https://t.co/kaK6ZNZYZB https://t.co/oFejTKTZuI,2604,458
instagram,"The quirky, bold, funny and sometimes prophetic art of @LANDgallery https://t.co/kwuENSn8bp https://t.co/C6VSi0lQkK",2671,515
instagram,Artist @slinkachu looks at big cities from a micro level https://t.co/W06VGvLpSU https://t.co/n5aJEjZH7F,2588,617
instagram,“Golden things have always fascinated me because they are closely related to the sacred and to power.” —Elisa Insua,3101,830
instagram,Creating art from meaningless trash with Elisa Insua https://t.co/BIKzGiqgPb https://t.co/rCnk3qs80l,3096,903
instagram,#WeeklyFluff https://t.co/q1qL37phWL,2364,424
instagram,"Featured submissions from this weekend’s hashtag project: #WHPfoundframes
https://t.co/lxv78f19ID https://t.co/iJOioeQjOQ",2941,569
instagram,In pursuit of admirable girls with @kei__okuda https://t.co/5X9dkLnUBE https://t.co/wFNDr0oEim,3400,672
instagram,"“By taking the detail out, it becomes more of a memory, because a lot of our memories are lacking in detail as well.” —@willwhipple",3129,786
instagram,Memories without detail: @willwhipple’s “Gist” project https://t.co/0GPtUBs4RN https://t.co/MfkzWkqE7R,2161,414
instagram,"The Week on Instagram | 209 
https://t.co/uBAxE1fBfs https://t.co/WNIObsuX34",2954,525
instagram,“I think it’s important for women to make messy looking art.” —artist Kindah Khalidy,2900,764
instagram,"Artist Kindah Khalidy balances perfect, ugly, funny and everything in between https://t.co/ZVGfYHpg8S https://t.co/dxWls52S0U",2611,461
instagram,"Going down the rabbit hole of young adult books with @Urs_Uriarte 
https://t.co/H6emWDKIla https://t.co/8TUDlya8Az",2927,516
instagram,"Peace for Paris, an illustration by @jean_jullien #jesuisparis 🇫🇷 https://t.co/nBmyfA4Shj",7438,3763
instagram,Participate in this weekend’s hashtag project: #WHPfoundframes https://t.co/oes4b1YVuF https://t.co/0EtprbVdA8,2722,604
instagram,“All of our lives are worth the same. To be kind doesn’t take anything from us.” —@MarkBustos,3084,1324
instagram,Haircuts for the homeless on #WorldKindnessDay with @MarkBustos https://t.co/aldnRbd6np https://t.co/lKTVEiz5DN,3872,1414
instagram,"“Bricks, knocked down structures, tree roots, streets without destination. You can feel a mix of nostalgia and sadness.” —@cremetoursBA",2410,508
instagram,"Visiting the re-emerged flood town of Epecuén, Argentina
https://t.co/EB4mn3Lz8t",1924,394
instagram,All-American stories with @Bruce_Weber https://t.co/AlGyZ2T0zg https://t.co/SRNmpSTFLa,2357,446
instagram,"From Nepal to Diwali, finding beauty in the light with @prashvish https://t.co/TTpjucXmDT https://t.co/B2hyuRQJPI",3033,695
instagram,Finding adventure after service with veteran @Dcwriley https://t.co/neeMny85Hx https://t.co/JAV1AEOCGn,2682,568
instagram,#WeeklyFluff https://t.co/FbYv4VVG1G,2616,486
instagram,"Featured submissions from this weekend’s hashtag project: #WHPfuturistic 
https://t.co/PQdzOZfziT https://t.co/2RMcwf9fH9",2540,492
instagram,"Traditional Russian bread making with Ivan Zabavnikov
https://t.co/D3EgsMWvgx https://t.co/0udCcVRDfv",3043,740
instagram,"Capturing the spirit of African-American neighborhoods with @_xst 
https://t.co/eIJdUBFNHy https://t.co/ILYhjt0mJB",3024,665
instagram,"The Week on Instagram | 208 
https://t.co/S5Bf5ok5wv https://t.co/xwFLrYvLsj",2787,586
instagram,"Portraits of the joyful side of life with @R_You_Me
https://t.co/aWympoyOgg https://t.co/yFicQVea7l",2976,593
instagram,"Honoring Abidjan, Ivory Coast, with photographer Joana Choumali 
https://t.co/WxnXuPbzEJ https://t.co/CvwvZRA3g5",2706,562
instagram,"Participate in this weekend’s hashtag project: #WHPfuturistic
https://t.co/OfrJkN4VEd https://t.co/3aojNJ43Yt",2751,584
instagram,"High-altitude adventures with photographer @CPondella
https://t.co/FNobzvbFZl https://t.co/DzRLETJMMi",2224,517
instagram,"Gluten-free and vegan treats for every season with @_foodstories_ 
https://t.co/MCAEqHjEZg https://t.co/OE8w5eDbxN",2817,638
instagram,"“If you’re passionate about something — like, truly, truly passionate — don’t stop doing it.” —@jennxpenn",4716,2175
instagram,"Instagram as an art with @jennxpenn 
https://t.co/iVMBo95DCE https://t.co/za4QOVaxRj",3357,694
instagram,“We don’t have a lot of opportunities to see what’s behind an object and who’s behind it.” —@rodrigo_noriega,2556,779
instagram,Showcasing the story behind a product with @rodrigo_noriega https://t.co/M2AUWEoqJl https://t.co/odLlMDSbVE,1996,417
instagram,Embarking on adventures with a make-believe pet with @ibirdart https://t.co/InV0k21n22 https://t.co/zcNYrU4vsA,2491,576
instagram,Scanning the next best sandwich with @scanwiches https://t.co/GugEhQAmvb #nationalsandwichday https://t.co/wfIlbBTkH8,2982,850
instagram,#WeeklyFluff https://t.co/gZws2z5cWt,2010,423
instagram,Featured submissions from this weekend’s hashtag project: #WHPspooky https://t.co/7nZdeaKy3C https://t.co/rhS11OfRjt,1932,458
instagram,"The science of art with @YosukeUeno
https://t.co/R1UNiyRJto https://t.co/rnDlYHDTKe",2876,848
instagram,"“These are my favorite days of the year, and I try to convey a part of it in each picture.“ —@chadsantos",2267,606
instagram,Visiting Day of the Dead with “Las Catrinas” and @chadsantos https://t.co/t6ZJnRxws2 https://t.co/PiGycOtwOQ,2706,883
instagram,The Week on Instagram ,2169,533
instagram,".@mahlimae’s sculptures are made from earth, but otherworldly
https://t.co/2ogmKxBMLC https://t.co/B5A07R8Ers",2582,639
instagram,"Happy Halloween! If you're in the U.S., tap Explore to celebrate by watching the BEST videos. Share yours with us by using #IGHalloween",2399,690
instagram,"In the US, celebrate by watching the BEST videos, including @FinalCutKing's on Explore. Share yours #IGHalloween https://t.co/u5yKBk2WuC",1516,354
instagram,Filmmaker @FinalCutKing’s Halloween tricks result in hilariously delightful treats https://t.co/DWFz4Diu7l https://t.co/DDgEMilChw,1697,450
instagram,.@mabgraves combines creepy and innocent for #drawlloween  https://t.co/zisjAee47i https://t.co/hQnlEPytnk,2803,774
